team,season,week,off_plays,off_epa_per_play,off_success_rate,def_plays,def_epa_per_play_allowed,def_success_allowed,neutral_plays,neutral_pass_plays,neutral_pass_rate,league_neutral_pass_rate,proe,pace_plays,off_epa_per_play_4w,off_success_rate_4w,def_epa_per_play_allowed_4w,def_success_allowed_4w,pace_plays_4w,proe_4w,off_pass_attempts,off_rush_attempts,off_dropbacks
WAS,2024,18,73,0.10248810732861798,0.5205479452054794,100,0.04242296639783647,0.44,32,22,0.6875,0.5328054298642534,0.1546945701357466,73,0.0826560990995907,0.5073203702932645,0.05962801379332646,0.46646940227703987,87.75,0.13087517890768322,41,15,40
BAL,2024,19,89,0.20137685013013915,0.5280898876404494,61,0.07649447874656345,0.4098360655737705,17,6,0.35294117647058826,0.51953125,-0.16659007352941174,89,0.179594870359897,0.5277861122944958,-0.1335930419319456,0.4030036472012314,81.75,-0.1263122794322869,26,46,25
BUF,2024,19,89,0.2327006594914084,0.550561797752809,57,-0.12494512044812504,0.49122807017543857,31,14,0.45161290322580644,0.51953125,-0.06791834677419356,89,0.09257190439256399,0.4881422978493348,-0.06969997663307508,0.47794388600517845,82.75,-0.03260138353922781,34,39,33
DEN,2024,19,57,-0.12494512044812504,0.49122807017543857,89,0.2327006594914084,0.550561797752809,19,8,0.42105263157894735,0.51953125,-0.09847861842105265,57,0.11283005793613989,0.5053488343918667,0.06315833387970804,0.4900554956453643,75.25,-0.02662312533261646,29,14,28
GB,2024,19,79,-0.18946998749061003,0.4177215189873418,75,-0.017723035692455875,0.37333333333333335,4,1,0.25,0.51953125,-0.26953125,79,-0.035772798171214454,0.4712094340258897,-0.11083341614452175,0.4077581060914394,79.5,-0.18206549469688738,41,24,36
HOU,2024,19,89,-0.09002095835525659,0.449438202247191,72,-0.3952800836720453,0.3888888888888889,32,22,0.6875,0.51953125,0.16796875,89,-0.06337885838182523,0.4437442623412464,-0.033542521856546395,0.46722591803681157,77.5,0.036516494550424466,42,29,39
LA,2024,19,69,0.01208042906601952,0.4782608695652174,87,-0.23140712144892217,0.4367816091954023,15,12,0.8,0.51953125,0.28046875000000004,69,0.0327834217239597,0.4742985556927178,-0.05759983626638426,0.48913647802136767,71.0,0.06791530407423398,30,21,29
LAC,2024,19,72,-0.3952800836720453,0.3888888888888889,89,-0.09002095835525659,0.449438202247191,33,19,0.5757575757575758,0.51953125,0.0562263257575758,72,0.06972997749642465,0.5096800407992068,-0.05471556278547944,0.4821221831818301,84.75,0.03800753068819973,38,18,36
MIN,2024,19,87,-0.23140712144892217,0.4367816091954023,69,0.01208042906601952,0.4782608695652174,10,4,0.4,0.51953125,-0.11953124999999998,87,-0.0958445919058984,0.45270005276886244,0.013151584939909788,0.5063486925368484,85.25,-0.016970824290155256,53,20,51
PHI,2024,19,75,-0.017723035692455875,0.37333333333333335,79,-0.18946998749061003,0.4177215189873418,24,10,0.4166666666666667,0.51953125,-0.10286458333333331,75,0.077284705276234,0.44598523638846216,-0.1172280253020771,0.4369679402255724,83.25,-0.05757170891277899,26,33,24
PIT,2024,19,61,0.07649447874656345,0.4098360655737705,89,0.20137685013013915,0.5280898876404494,8,5,0.625,0.51953125,0.10546875,61,-0.034681092248555825,0.44373182634474223,0.15476899227994373,0.5286553334306143,76.75,0.03771841762734754,37,8,36
TB,2024,19,60,0.12127640472852895,0.5666666666666667,87,0.150851037120564,0.47126436781609193,26,12,0.46153846153846156,0.51953125,-0.057992788461538436,60,0.14982615622514978,0.5557956635248017,0.03200765754079711,0.4699751011250354,80.5,-0.04874914259021268,26,21,23
WAS,2024,19,87,0.150851037120564,0.47126436781609193,60,0.12127640472852895,0.5666666666666667,37,20,0.5405405405405406,0.51953125,0.02100929054054057,87,0.11185596743249147,0.4974768877792024,0.09285410341459291,0.5051948924731182,86.0,0.11262385190778185,44,27,40
BAL,2024,20,70,0.12949602638734073,0.5285714285714286,77,0.11045265488888782,0.5454545454545454,22,12,0.5454545454545454,0.5339805825242718,0.011473962930273585,70,0.17005510392016487,0.5203185798269633,-0.08535002572892197,0.4207775399751241,80.0,-0.08701974327509704,33,25,33
BUF,2024,20,77,0.11045265488888782,0.5454545454545454,70,0.12949602638734073,0.5285714285714286,30,14,0.4666666666666667,0.5339805825242718,-0.06731391585760516,77,0.10190881860645394,0.5028843125913496,-0.04595991841990303,0.4809658640271565,83.5,-0.06725801649249738,25,34,23
DET,2024,20,85,0.06050191193362708,0.5764705882352941,94,0.2542227941202371,0.5531914893617021,13,6,0.46153846153846156,0.5339805825242718,-0.07244212098581027,85,0.17883669933533036,0.5587218309903167,0.05073871085582783,0.49699516149705203,83.25,-0.014572081073540966,43,23,43
HOU,2024,20,84,-0.03845440452987777,0.4642857142857143,66,0.09900115134776397,0.4090909090909091,24,9,0.375,0.5339805825242718,-0.15898058252427183,84,-0.08728167594938582,0.4531490242460083,-0.0351748565456066,0.4415916685653528,79.75,-0.04946589597860268,43,24,41
KC,2024,20,66,0.09900115134776397,0.4090909090909091,84,-0.03845440452987777,0.4642857142857143,19,13,0.6842105263157895,0.5339805825242718,0.15022994379151766,66,0.021473954824502144,0.43171031626181133,0.05089177438472207,0.47767312772185333,69.25,-0.011860514694003788,33,16,31
LA,2024,20,91,-0.012525905300096618,0.5164835164835165,80,0.07166003974946052,0.45,30,17,0.5666666666666667,0.5339805825242718,0.03268608414239482,91,0.012509409212973227,0.48834006973423183,-0.008305577561481928,0.48771242738845627,78.0,0.12568291354520683,51,20,50
PHI,2024,20,80,0.07166003974946052,0.45,91,-0.012525905300096618,0.5164835164835165,38,21,0.5526315789473685,0.5339805825242718,0.018650996423096644,80,0.06827348326294291,0.44558201058201063,-0.1360787117372647,0.444065009822642,80.0,-0.017706810765570083,32,30,30
WAS,2024,20,94,0.2542227941202371,0.5531914893617021,85,0.06050191193362708,0.5764705882352941,30,18,0.6,0.5339805825242718,0.06601941747572815,94,0.1596924558523873,0.5137509505958184,0.08105334944734345,0.5364093137254902,88.5,0.06205812804542135,38,34,37
BUF,2024,21,87,0.15340329794985416,0.4942528735632184,79,0.1906867510370834,0.569620253164557,38,18,0.47368421052631576,0.53,-0.05631578947368426,87,0.10268296945242258,0.49997694274686005,0.049687887704480536,0.5049498746867168,84.0,-0.07502776443182803,40,33,38
KC,2024,21,79,0.1906867510370834,0.569620253164557,87,0.15340329794985416,0.4942528735632184,39,21,0.5384615384615384,0.53,0.00846153846153841,79,0.0427630200577718,0.4462084028087645,0.07495338243709446,0.4945696794459913,67.5,-0.060790067284270694,37,26,35
PHI,2024,21,93,0.2814121773120764,0.5698924731182796,95,-0.07555692431939488,0.4631578947368421,10,5,0.5,0.53,-0.030000000000000027,93,0.08270420714543993,0.45842549923195086,-0.09016121582364195,0.4559583796107486,83.0,-0.004611897050765382,33,36,31
WAS,2024,21,95,-0.07555692431939488,0.4631578947368421,93,0.2814121773120764,0.5698924731182796,13,9,0.6923076923076923,0.53,0.16230769230769226,95,0.10800125356250606,0.5020404242800289,0.12640336509301722,0.53825743200506,87.25,0.1010077426149269,59,21,58
KC,2024,22,71,-0.2627558534475844,0.4507042253521127,94,0.08076479715771678,0.425531914893617,4,3,0.75,0.4444444444444444,0.3055555555555556,71,-0.07082589901601706,0.4338844591467927,0.12764749742127154,0.4868222233867869,66.25,-0.017139598013910434,49,7,44
PHI,2024,22,94,0.08076479715771678,0.425531914893617,71,-0.2627558534475844,0.4507042253521127,23,9,0.391304347826087,0.4444444444444444,-0.053140096618357446,94,0.10402849463169947,0.4546894303363075,-0.1350771676394215,0.4620167888899533,85.5,-0.041838420882148536,33,38,30
ARI,2025,1,81,0.016025030660710253,0.4444444444444444,95,-0.09094731300319701,0.42105263157894735,25,15,0.6,0.5575117370892019,0.0424882629107981,81,0.016025030660710253,0.4444444444444444,-0.09094731300319701,0.42105263157894735,81.0,0.0424882629107981,41,25,37
ATL,2025,1,91,0.010881626033896348,0.4725274725274725,74,0.07608795807779947,0.4189189189189189,42,25,0.5952380952380952,0.5575117370892019,0.03772635814889336,91,0.010881626033896348,0.4725274725274725,0.07608795807779947,0.4189189189189189,91.0,0.03772635814889336,51,24,47
BAL,2025,1,71,0.3402928946977514,0.5633802816901409,106,0.20376052222211039,0.49056603773584906,22,11,0.5,0.5575117370892019,-0.057511737089201875,71,0.3402928946977514,0.5633802816901409,0.20376052222211039,0.49056603773584906,71.0,-0.057511737089201875,23,28,22
BUF,2025,1,106,0.20376052222211039,0.49056603773584906,71,0.3402928946977514,0.5633802816901409,8,4,0.5,0.5575117370892019,-0.057511737089201875,106,0.20376052222211039,0.49056603773584906,0.3402928946977514,0.5633802816901409,106.0,-0.057511737089201875,57,24,54
CAR,2025,1,77,-0.10697991784843518,0.38961038961038963,82,0.08952295374894591,0.47560975609756095,15,8,0.5333333333333333,0.5575117370892019,-0.02417840375586855,77,-0.10697991784843518,0.38961038961038963,0.08952295374894591,0.47560975609756095,77.0,-0.02417840375586855,43,20,40
CHI,2025,1,90,-0.11061522895678652,0.37777777777777777,74,-0.06429664168731596,0.44594594594594594,31,18,0.5806451612903226,0.5575117370892019,0.023133424201120745,90,-0.11061522895678652,0.37777777777777777,-0.06429664168731596,0.44594594594594594,90.0,0.023133424201120745,46,21,43
CIN,2025,1,68,-0.06649989188349324,0.4411764705882353,90,-0.08810139613955695,0.4,29,15,0.5172413793103449,0.5575117370892019,-0.04027035777885701,68,-0.06649989188349324,0.4411764705882353,-0.08810139613955695,0.4,68.0,-0.04027035777885701,29,23,28
CLE,2025,1,90,-0.08810139613955695,0.4,68,-0.06649989188349324,0.4411764705882353,44,29,0.6590909090909091,0.5575117370892019,0.10157917200170719,90,-0.08810139613955695,0.4,-0.06649989188349324,0.4411764705882353,90.0,0.10157917200170719,53,23,48
DAL,2025,1,74,0.138824515535929,0.5135135135135135,77,0.17109822002850142,0.5324675324675324,37,22,0.5945945945945946,0.5575117370892019,0.03708285750539275,74,0.138824515535929,0.5135135135135135,0.17109822002850142,0.5324675324675324,74.0,0.03708285750539275,39,21,34
DEN,2025,1,92,-0.10953810627750771,0.42391304347826086,77,-0.21870390063283243,0.3246753246753247,43,28,0.6511627906976745,0.5575117370892019,0.09365105360847259,92,-0.10953810627750771,0.42391304347826086,-0.21870390063283243,0.3246753246753247,92.0,0.09365105360847259,48,26,43
DET,2025,1,83,-0.05393035045045157,0.43373493975903615,60,0.1847870831526014,0.5,2,1,0.5,0.5575117370892019,-0.057511737089201875,83,-0.05393035045045157,0.43373493975903615,0.1847870831526014,0.5,83.0,-0.057511737089201875,44,22,43
GB,2025,1,60,0.1847870831526014,0.5,83,-0.05393035045045157,0.43373493975903615,9,4,0.4444444444444444,0.5575117370892019,-0.11306729264475746,60,0.1847870831526014,0.5,-0.05393035045045157,0.43373493975903615,60.0,-0.11306729264475746,24,23,23
HOU,2025,1,76,-0.12130735018581587,0.3684210526315789,75,-0.07460018376348888,0.4,39,20,0.5128205128205128,0.5575117370892019,-0.0446912242686891,76,-0.12130735018581587,0.3684210526315789,-0.07460018376348888,0.4,76.0,-0.0446912242686891,38,25,34
IND,2025,1,85,0.25138662814985496,0.5529411764705883,56,-0.15893364448570968,0.48214285714285715,13,7,0.5384615384615384,0.5575117370892019,-0.01905019862766344,85,0.25138662814985496,0.5529411764705883,-0.15893364448570968,0.48214285714285715,85.0,-0.01905019862766344,34,39,33
JAX,2025,1,82,0.08952295374894591,0.47560975609756095,77,-0.10697991784843518,0.38961038961038963,15,8,0.5333333333333333,0.5575117370892019,-0.02417840375586855,82,0.08952295374894591,0.47560975609756095,-0.10697991784843518,0.38961038961038963,82.0,-0.02417840375586855,33,30,32
KC,2025,1,79,0.1312531668372948,0.45569620253164556,80,0.21371368052610346,0.575,19,11,0.5789473684210527,0.5575117370892019,0.02143563133185078,79,0.1312531668372948,0.45569620253164556,0.21371368052610346,0.575,79.0,0.02143563133185078,48,12,47
LA,2025,1,75,-0.07460018376348888,0.4,76,-0.12130735018581587,0.3684210526315789,34,19,0.5588235294117647,0.5575117370892019,0.0013117923225628436,75,-0.07460018376348888,0.4,-0.12130735018581587,0.3684210526315789,75.0,0.0013117923225628436,34,24,32
LAC,2025,1,80,0.21371368052610346,0.575,79,0.1312531668372948,0.45569620253164556,44,29,0.6590909090909091,0.5575117370892019,0.10157917200170719,80,0.21371368052610346,0.575,0.1312531668372948,0.45569620253164556,80.0,0.10157917200170719,43,19,41
LV,2025,1,80,0.08168634402719768,0.45,91,-0.04947092019581911,0.43956043956043955,36,21,0.5833333333333334,0.5575117370892019,0.025821596244131495,80,0.08168634402719768,0.45,-0.04947092019581911,0.43956043956043955,80.0,0.025821596244131495,38,23,38
MIA,2025,1,56,-0.15893364448570968,0.48214285714285715,85,0.25138662814985496,0.5529411764705883,4,2,0.5,0.5575117370892019,-0.057511737089201875,56,-0.15893364448570968,0.48214285714285715,0.25138662814985496,0.5529411764705883,56.0,-0.057511737089201875,37,10,37
MIN,2025,1,74,-0.06429664168731596,0.44594594594594594,90,-0.11061522895678652,0.37777777777777777,25,11,0.44,0.5575117370892019,-0.11751173708920187,74,-0.06429664168731596,0.44594594594594594,-0.11061522895678652,0.37777777777777777,74.0,-0.11751173708920187,30,26,26
NE,2025,1,91,-0.04947092019581911,0.43956043956043955,80,0.08168634402719768,0.45,36,23,0.6388888888888888,0.5575117370892019,0.08137715179968696,91,-0.04947092019581911,0.43956043956043955,0.08168634402719768,0.45,91.0,0.08137715179968696,54,17,53
NO,2025,1,95,-0.09094731300319701,0.42105263157894735,81,0.016025030660710253,0.4444444444444444,24,12,0.5,0.5575117370892019,-0.057511737089201875,95,-0.09094731300319701,0.42105263157894735,0.016025030660710253,0.4444444444444444,95.0,-0.057511737089201875,51,22,47
NYG,2025,1,82,-0.11321850567090716,0.3780487804878049,84,0.07223995799464629,0.4880952380952381,9,5,0.5555555555555556,0.5575117370892019,-0.001956181533646295,82,-0.11321850567090716,0.3780487804878049,0.07223995799464629,0.4880952380952381,82.0,-0.001956181533646295,51,17,45
NYJ,2025,1,80,0.1578507573896949,0.55,76,0.20862924036079492,0.5131578947368421,37,14,0.3783783783783784,0.5575117370892019,-0.17913335871082348,80,0.1578507573896949,0.55,0.20862924036079492,0.5131578947368421,80.0,-0.17913335871082348,26,38,26
PHI,2025,1,77,0.17109822002850142,0.5324675324675324,74,0.138824515535929,0.5135135135135135,36,18,0.5,0.5575117370892019,-0.057511737089201875,77,0.17109822002850142,0.5324675324675324,0.138824515535929,0.5135135135135135,77.0,-0.057511737089201875,33,26,33
PIT,2025,1,76,0.20862924036079492,0.5131578947368421,80,0.1578507573896949,0.55,26,16,0.6153846153846154,0.5575117370892019,0.05787287829541354,76,0.20862924036079492,0.5131578947368421,0.1578507573896949,0.55,76.0,0.05787287829541354,36,19,34
SEA,2025,1,67,-0.08217625383920231,0.5223880597014925,89,0.011684799634895075,0.4943820224719101,29,12,0.41379310344827586,0.5575117370892019,-0.14371863364092602,67,-0.08217625383920231,0.5223880597014925,0.011684799634895075,0.4943820224719101,67.0,-0.14371863364092602,26,25,24
SF,2025,1,89,0.011684799634895075,0.4943820224719101,67,-0.08217625383920231,0.5223880597014925,42,23,0.5476190476190477,0.5575117370892019,-0.009892689470154203,89,0.011684799634895075,0.4943820224719101,-0.08217625383920231,0.5223880597014925,89.0,-0.009892689470154203,42,32,39
TB,2025,1,74,0.07608795807779947,0.4189189189189189,91,0.010881626033896348,0.4725274725274725,33,19,0.5757575757575758,0.5575117370892019,0.018245838668373926,74,0.07608795807779947,0.4189189189189189,0.010881626033896348,0.4725274725274725,74.0,0.018245838668373926,38,19,37
TEN,2025,1,77,-0.21870390063283243,0.3246753246753247,92,-0.10953810627750771,0.42391304347826086,28,15,0.5357142857142857,0.5575117370892019,-0.021797451374916177,77,-0.21870390063283243,0.3246753246753247,-0.10953810627750771,0.42391304347826086,77.0,-0.021797451374916177,36,21,34
WAS,2025,1,84,0.07223995799464629,0.4880952380952381,82,-0.11321850567090716,0.3780487804878049,16,10,0.625,0.5575117370892019,0.06748826291079812,84,0.07223995799464629,0.4880952380952381,-0.11321850567090716,0.3780487804878049,84.0,0.06748826291079812,41,26,37
ARI,2025,2,69,0.041357317124338086,0.463768115942029,99,-0.005964339923841721,0.45454545454545453,15,10,0.6666666666666666,0.5759416767922235,0.09072498987444311,69,0.02869117389252417,0.45410628019323673,-0.04845582646351937,0.43779904306220097,75.0,0.0666066263926206,34,20,29
ATL,2025,2,82,0.011947640001360223,0.47560975609756095,65,-0.36889228377527084,0.38461538461538464,32,11,0.34375,0.5759416767922235,-0.23219167679222352,82,0.011414633017628285,0.47406861431251673,-0.1464021628487357,0.4017671517671518,86.5,-0.09723265932166508,26,39,24
BAL,2025,2,77,0.10090514597945306,0.44155844155844154,92,-0.22689463697029774,0.43478260869565216,14,10,0.7142857142857143,0.5759416767922235,0.13834403749349078,77,0.22059902033860224,0.5024693616242912,-0.011567057374093678,0.46267432321575064,74.0,0.04041615020214445,36,17,33
BUF,2025,2,89,0.17933832708531522,0.4606741573033708,64,-0.16992507708731922,0.421875,5,2,0.4,0.5759416767922235,-0.1759416767922235,89,0.1915494246537128,0.47562009751960993,0.0851839088052161,0.49262764084507044,97.5,-0.11672670694071269,34,37,31
CAR,2025,2,99,-0.005964339923841721,0.45454545454545453,69,0.041357317124338086,0.463768115942029,13,9,0.6923076923076923,0.5759416767922235,0.11636601551546877,99,-0.05647212888613845,0.42207792207792205,0.065440135436642,0.469688936019795,88.0,0.04609380587980011,65,19,59
CHI,2025,2,86,-0.12246116684698144,0.4069767441860465,77,0.30406543934756913,0.5714285714285714,21,13,0.6190476190476191,0.5759416767922235,0.043105942255395546,86,-0.11653819790188398,0.39237726098191217,0.11988439883012658,0.5086872586872586,88.0,0.033119683228258145,44,24,40
CIN,2025,2,83,0.08231229884117718,0.5180722891566265,87,0.07620942031169664,0.5057471264367817,38,27,0.7105263157894737,0.5759416767922235,0.13458463899725015,83,0.007906203478841967,0.4796243798724309,-0.005945987913930154,0.45287356321839084,75.5,0.04715714060919657,51,18,48
CLE,2025,2,92,-0.22689463697029774,0.43478260869565216,77,0.10090514597945306,0.44155844155844154,10,6,0.6,0.5759416767922235,0.024058323207776455,92,-0.15749801655492734,0.4173913043478261,0.01720262704797991,0.4413674560733384,91.0,0.06281874760474182,52,21,51
DAL,2025,2,116,0.13466424909732505,0.49137931034482757,88,0.18632809172110693,0.48863636363636365,45,30,0.6666666666666666,0.5759416767922235,0.09072498987444311,116,0.13674438231662703,0.5024464119291705,0.17871315587480419,0.510551948051948,95.0,0.06390392368991793,62,27,57
DEN,2025,2,75,0.1661971543631678,0.5466666666666666,87,0.1552927074634177,0.5287356321839081,38,20,0.5263157894736842,0.5759416767922235,-0.04962588731853934,75,0.02832952404283004,0.48528985507246375,-0.03170559658470737,0.42670547842961637,83.5,0.022012583144966624,36,23,32
DET,2025,2,77,0.30406543934756913,0.5714285714285714,86,-0.12246116684698144,0.4069767441860465,24,16,0.6666666666666666,0.5759416767922235,0.09072498987444311,77,0.12506754444855878,0.5025817555938038,0.031162958152809977,0.4534883720930233,80.0,0.016606626392620616,30,29,29
GB,2025,2,85,0.04642447959787654,0.49411764705882355,86,-0.06958293210515326,0.4418604651162791,23,12,0.5217391304347826,0.5759416767922235,-0.05420254635744093,85,0.11560578137523897,0.4970588235294118,-0.061756641277802414,0.4377977024376576,72.5,-0.08363491950109919,37,29,34
HOU,2025,2,61,8.430002008854766e-05,0.4262295081967213,97,0.0060071641772271285,0.5154639175257731,34,21,0.6176470588235294,0.5759416767922235,0.041705382031305915,61,-0.06061152508286366,0.3973252804141501,-0.034296509793130876,0.4577319587628866,68.5,-0.0014929211186915925,32,16,31
IND,2025,2,87,0.1552927074634177,0.5287356321839081,75,0.1661971543631678,0.5466666666666666,24,14,0.5833333333333334,0.5759416767922235,0.007391656541109848,87,0.20333966780663632,0.5408384043272482,0.0036317549387290537,0.5144047619047619,86.0,-0.005829271043276796,40,31,38
JAX,2025,2,87,0.07620942031169664,0.5057471264367817,83,0.08231229884117718,0.5180722891566265,38,21,0.5526315789473685,0.5759416767922235,-0.02331009784485505,87,0.08286618703032128,0.4906784412671713,-0.012333809503629,0.45384133938350807,84.5,-0.0237442508003618,45,26,44
KC,2025,2,74,-0.03593376587101097,0.4594594594594595,78,0.030245068782688473,0.4358974358974359,30,18,0.6,0.5759416767922235,0.024058323207776455,74,0.047659700483141915,0.4575778309955525,0.12197937465439597,0.5054487179487179,76.5,0.022746977269813617,41,19,38
LA,2025,2,78,0.20126361907641652,0.5256410256410257,88,-0.024434904345147505,0.4659090909090909,24,14,0.5833333333333334,0.5759416767922235,0.007391656541109848,78,0.06333171765646381,0.46282051282051284,-0.07287112726548169,0.4171650717703349,76.5,0.004351724431836346,36,23,34
LAC,2025,2,70,-0.08809849187958922,0.4714285714285714,82,-0.25033002147996214,0.36585365853658536,14,11,0.7857142857142857,0.5759416767922235,0.20977260892206218,70,0.06280759432325711,0.5232142857142856,-0.05953842732133367,0.41077493053411546,75.0,0.15567589046188468,33,23,32
LV,2025,2,82,-0.25033002147996214,0.36585365853658536,70,-0.08809849187958922,0.4714285714285714,18,11,0.6111111111111112,0.5759416767922235,0.03516943431888764,82,-0.08432183872638223,0.4079268292682927,-0.06878470603770417,0.4554945054945055,81.0,0.030495515281509566,53,17,48
MIA,2025,2,78,0.07262062639918712,0.46153846153846156,78,0.18538214771067285,0.44871794871794873,25,13,0.52,0.5759416767922235,-0.055941676792223505,78,-0.04315650904326128,0.47184065934065933,0.2183843879302639,0.5008295625942685,67.0,-0.05672670694071269,42,15,37
MIN,2025,2,65,-0.36889228377527084,0.38461538461538464,82,0.011947640001360223,0.47560975609756095,23,13,0.5652173913043478,0.5759416767922235,-0.01072428548787574,65,-0.2165944627312934,0.4152806652806653,-0.04933379447771315,0.42669376693766936,69.5,-0.0641180112885388,30,17,30
NE,2025,2,78,0.18538214771067285,0.44871794871794873,78,0.07262062639918712,0.46153846153846156,33,15,0.45454545454545453,0.5759416767922235,-0.12139622224676899,78,0.06795561375742687,0.4441391941391941,0.0771534852131924,0.4557692307692308,84.5,-0.020009535223541014,32,25,30
NO,2025,2,85,-0.0816673332290464,0.4823529411764706,87,0.02733156032634255,0.47126436781609193,17,11,0.6470588235294118,0.5759416767922235,0.07111714673718827,85,-0.08630732311612171,0.451702786377709,0.0216782954935264,0.4578544061302682,90.0,0.0068027048239932,44,27,40
NYG,2025,2,88,0.18632809172110693,0.48863636363636365,116,0.13466424909732505,0.49137931034482757,39,26,0.6666666666666666,0.5759416767922235,0.09072498987444311,88,0.03655479302509988,0.43334257206208426,0.10345210354598566,0.4897372742200328,85.0,0.044384404170398406,46,21,45
NYJ,2025,2,64,-0.16992507708731922,0.421875,89,0.17933832708531522,0.4606741573033708,2,0,0.0,0.5759416767922235,-0.5759416767922235,64,-0.00603715984881216,0.4859375,0.19398378372305508,0.4869160260201065,72.0,-0.3775375177515235,31,16,31
PHI,2025,2,78,0.030245068782688473,0.4358974358974359,74,-0.03593376587101097,0.4594594594594595,34,17,0.5,0.5759416767922235,-0.07594167679222352,78,0.10067164440559495,0.48418248418248416,0.05144537483245902,0.4864864864864865,77.5,-0.0667267069407127,26,32,25
PIT,2025,2,75,-0.2104114767724711,0.37333333333333335,82,0.02803331966622395,0.45121951219512196,22,12,0.5454545454545454,0.5759416767922235,-0.03048713133767811,75,-0.0008911182058380929,0.4432456140350878,0.09294203852795942,0.500609756097561,75.5,0.013692873478867718,42,20,40
SEA,2025,2,82,0.02803331966622395,0.45121951219512196,75,-0.2104114767724711,0.37333333333333335,36,18,0.5,0.5759416767922235,-0.07594167679222352,82,-0.02707146708648918,0.4868037859483072,-0.09936333856878801,0.43385767790262175,74.5,-0.10983015521657477,36,29,35
SF,2025,2,87,0.02733156032634255,0.47126436781609193,85,-0.0816673332290464,0.4823529411764706,41,25,0.6097560975609756,0.5759416767922235,0.033814420768752074,87,0.019508179980618812,0.482823195144001,-0.08192179353412435,0.5023705004389816,88.0,0.011960865649298935,44,23,42
TB,2025,2,97,0.0060071641772271285,0.5154639175257731,61,8.430002008854766e-05,0.4262295081967213,49,27,0.5510204081632653,0.5759416767922235,-0.02492126862895827,97,0.0410475611275133,0.467191418222346,0.005482963026992448,0.44937849036209687,85.5,-0.0033377149802921724,52,28,46
TEN,2025,2,88,-0.024434904345147505,0.4659090909090909,78,0.20126361907641652,0.5256410256410257,34,15,0.4411764705882353,0.5759416767922235,-0.13476520620398824,88,-0.12156940248898997,0.39529220779220775,0.045862756399454405,0.47477703455964326,82.5,-0.07828132878945221,43,23,41
WAS,2025,2,86,-0.06958293210515326,0.4418604651162791,85,0.04642447959787654,0.49411764705882355,8,6,0.75,0.5759416767922235,0.17405832320777648,86,0.001328512944746514,0.46497785160575855,-0.03339701303651531,0.4360832137733142,85.0,0.1207732930592873,55,13,51
ARI,2025,3,84,-0.0027177057527232305,0.42857142857142855,77,-0.022365738140516345,0.5584415584415584,42,25,0.5952380952380952,0.527599486521181,0.06763860871691418,84,0.018221547344108368,0.4455946629859673,-0.03975913035585169,0.47801321485532006,78.0,0.06695062050071847,41,25,40
ATL,2025,3,80,-0.37877743879216713,0.3375,72,0.06721195145641018,0.5277777777777778,15,9,0.6,0.527599486521181,0.07240051347881893,80,-0.11864939091897019,0.4285457428750112,-0.07519745808035373,0.4437706937706938,84.33333333333333,-0.04068826838817041,45,21,45
BAL,2025,3,74,0.15812726074838293,0.5540540540540541,86,0.2867489157007643,0.5930232558139535,33,19,0.5757575757575758,0.527599486521181,0.04815808923639475,74,0.19977510047519584,0.5196642591008788,0.08787160031752565,0.5061239674151515,74.0,0.042996796546894554,41,16,39
BUF,2025,3,74,0.22068571042299107,0.5405405405405406,75,0.06790751393789544,0.4533333333333333,38,18,0.47368421052631576,0.527599486521181,-0.053915275994865286,74,0.20126151991013888,0.4972602451932535,0.07942511051610922,0.479529538341158,89.66666666666667,-0.09578956329209688,34,26,32
CAR,2025,3,72,0.06721195145641018,0.5277777777777778,80,-0.37877743879216713,0.3375,15,7,0.4666666666666667,0.527599486521181,-0.060932819854514375,72,-0.015244102105288907,0.45731120731120734,-0.08263238930629438,0.42562595734652997,82.66666666666667,0.010418263968361948,29,28,27
CHI,2025,3,72,0.20323441657903588,0.4861111111111111,87,-0.004570578496424267,0.4827586206896552,14,6,0.42857142857142855,0.527599486521181,-0.0990280579497525,72,-0.009947326408244028,0.4236218776916451,0.07839940638794297,0.5000443793547241,82.66666666666667,-0.010929563831078737,31,26,29
CIN,2025,3,75,-0.5131050496633522,0.3333333333333333,81,0.04211351540195726,0.5061728395061729,7,3,0.42857142857142855,0.527599486521181,-0.0990280579497525,75,-0.16576421423522278,0.43086069769273166,0.010073846524698985,0.47063998864765155,75.33333333333333,-0.0015712589104531216,34,22,31
CLE,2025,3,79,-0.09277101683955058,0.4050632911392405,83,-0.09447875355263824,0.39759036144578314,19,11,0.5789473684210527,0.527599486521181,0.051347881899871606,79,-0.1359223499831351,0.4132819666116309,-0.020024499818892805,0.42677509119748663,87.0,0.05899512570311841,45,20,37
DAL,2025,3,87,-0.004570578496424267,0.4827586206896552,72,0.20323441657903588,0.4861111111111111,13,5,0.38461538461538464,0.527599486521181,-0.1429841019057964,87,0.08963939537894326,0.4958838148493321,0.18688690944288142,0.5024050024050024,92.33333333333333,-0.005058751508653518,51,23,48
DEN,2025,3,69,-0.096169698887204,0.3188405797101449,103,-0.06078448737018235,0.42718446601941745,26,11,0.4230769230769231,0.527599486521181,-0.10452256344425798,69,-0.013170216933847975,0.42980676328502415,-0.0413985601798657,0.4268651409595501,78.66666666666667,-0.020165799051441575,35,16,32
